0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
5269,,JAITPUR DRAIN,DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.4,,,8.0,,,37.0,,,82.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5266,,"KAILASH NAGAR
DRAIN",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.1,,,7.3,,,43.0,,,123.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5261,,KHYBER PASS DRAIN,DELHI,-,,,-,,,-,,,-,,,-,,,-,,,6.4,,,7.5,,,30.0,,,44.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5259,,"MAGZINE ROAD
DRAIN",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,6.8,,,7.5,,,40.0,,,50.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
1857,,"MAHARANI BAGH
DRAIN, DELHI",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.1,,,7.8,,,34.0,,,74.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5262,,"METCALF HOUSE
DRAIN",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.4,,,7.4,,,24.0,,,24.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5275,,MOLARBANDH DRAIN,DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.0,,,7.7,,,63.0,,,120.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5271,,"OLD AGRA CANAL AT
OKHLA",DELHI,-,,,-,,,0.3,,,0.3,,,-,,,-,,,7.2,,,7.6,,,44.0,,,56.0,,,-,,,-,,,390000,,,390000,,,-,,,-,,,,,,,,,
5273,,"OLD AGRA CANAL
NEAR KALINDI KUNJ -
SARITA VIHAR PULL",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.1,,,8.2,,,30.0,,,48.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
1503,,"POWER HOUSE
DRAIN, DELHI",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.2,,,7.5,,,50.0,,,100.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
1858,,"SARITA VIHAR, DELHI",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.4,,,8.0,,,27.0,,,70.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
1504,,"SEN NURSING HOME
DRAIN, DELHI",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.1,,,7.3,,,58.0,,,153.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
1506,,"SHAHDARA DRAIN,
DELHI",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.3,,,7.7,,,60.0,,,173.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water Quality Data of Drain under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name of
Monitoring
Location",State Name,Temperature,,,,,,"Dissolved
Oxygen (mg/L)",,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (
mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
5265,,SHASTRI PARK DRAIN,DELHI,-,,,-,,,-,,,-,,,-,,,-,,,6.8,,,7.4,,,27.0,,,86.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5276,,SONIA VIHAR DRAIN,DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.3,,,7.7,,,42.0,,,88.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5260,,"SWEEPER COLONY
DRAIN",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,6.9,,,7.5,,,26.0,,,160.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5264,,TONGA STAND DRAIN,DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.1,,,7.5,,,40.0,,,60.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
5270,,"TUGHLAKABAD
DRAIN",DELHI,-,,,-,,,-,,,-,,,-,,,-,,,7.2,,,7.9,,,43.0,,,97.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
4860,,"RANIA DRAIN
MEETING DISCHARGE
OF PHED STP, 6 MLD,
RANIA, SIRSA",HARYANA,-,,,-,,,5.2,,,6.1,,,1720,,,1870,,,7.2,,,7.9,,,21.0,,,28.0,,,-,,,-,,,77000,,,150000,,,120000,,,220000,,,,,,,,,
3868,,"BARAGRAM NALLAH
BEFORE CONFLUENCE
TO RIVER BEAS","HIMACHAL
PRADESH",3,,,14,,,7.6,,,9.9,,,48,,,94,,,7.0,,,8.2,,,1.0,,,1.0,,,0.3,,,0.9,,,22,,,94,,,130,,,430,,,,,,,,,
3881,,"BHATIAN NALLAH D/S
SARA TEXTILE,
NALAGARH","HIMACHAL
PRADESH",15,,,33,,,2.5,,,4.0,,,777,,,5200,,,7.0,,,8.3,,,2.2,,,90.0,,,-,,,-,,,17,,,920,,,58,,,1600,,,,,,,,,
3879,,"BHATIAN NALLAH U/S
BHATIAN VILLAGE,
NALAGARH","HIMACHAL
PRADESH",13,,,34,,,1.0,,,3.0,,,787,,,6180,,,7.1,,,8.3,,,1.6,,,110.0,,,-,,,-,,,17,,,920,,,70,,,1600,,,,,,,,,
4463,,"DHANESON NALLAH
(U/S SAINJ WATER
SUPPLY SCHEME)","HIMACHAL
PRADESH",8,,,19,,,7.0,,,9.0,,,729,,,11570,,,7.6,,,8.8,,,1.0,,,1.0,,,0.4,,,2.1,,,2,,,280,,,540,,,1600,,,,,,,,,
4481,,"HATHLI NALLAH LIFT
WATER SUPPLY
SCHEME FOR
MUNICIPAL COUNCIL
HAMIRPUR","HIMACHAL
PRADESH",11,,,29,,,7.1,,,8.8,,,255,,,326,,,7.6,,,8.1,,,1.0,,,1.0,,,0.3,,,0.5,,,2,,,2,,,17,,,26,,,,,,,,,
4466,,JARANGLA NALLAH,"HIMACHAL
PRADESH",4,,,14,,,8.7,,,9.4,,,126,,,164,,,7.4,,,8.0,,,1.0,,,1.0,,,0.3,,,1.0,,,2,,,2,,,17,,,34,,,,,,,,,
4454,,"JARANGLA NALLAH
U/S IPH WATER
SUPPLY SCHEME (FOR
MOHALLA MUGLA &
VILLAGE KARIAN)","HIMACHAL
PRADESH",4,,,14,,,8.7,,,9.4,,,104,,,167,,,6.9,,,7.9,,,1.0,,,1.0,,,0.3,,,1.2,,,2,,,2,,,17,,,24,,,,,,,,,
,Water Quality Data of Drain under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name of
Monitoring
Location",State Name,Temperature,,,,,,"Dissolved
Oxygen (mg/L)",,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (
mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
4477,,"KHALADA NALA
WATER SUPPLY
SCHEME KULLU
TOWN TEHSIL KULLU","HIMACHAL
PRADESH",7,,,15,,,7.8,,,9.3,,,110,,,280,,,7.5,,,8.0,,,1.0,,,1.0,,,0.3,,,1.9,,,31,,,94,,,120,,,430,,,,,,,,,
4455,,"KLUIN NALLAH U/S
IPH WATER SUPPLY
SCHEME (FOR
CHAMBA TOWN)","HIMACHAL
PRADESH",4,,,16,,,8.7,,,9.3,,,208,,,377,,,7.4,,,8.0,,,1.0,,,1.0,,,0.3,,,0.5,,,2,,,2,,,21,,,27,,,,,,,,,
4430,,"LIFT NALLAH BEFORE
CONFLUENCE TO
ASHWANI KHAD
NEAR DOGRHA
BRIDGE","HIMACHAL
PRADESH",12,,,17,,,6.4,,,7.0,,,2738,,,7101,,,7.4,,,8.1,,,2.8,,,40.0,,,0.8,,,10.9,,,7,,,1600,,,1600,,,1600,,,,,,,,,
4482,,"LIFT WATER SUPPLY
SCHEME (PANJARAR)
AND BHOTA ROPARI
& UJHAN","HIMACHAL
PRADESH",12,,,28,,,7.2,,,8.8,,,257,,,319,,,7.7,,,8.1,,,1.0,,,1.0,,,0.3,,,0.3,,,2,,,2,,,14,,,25,,,,,,,,,
4475,,"MACHADA NALLAH,
MAJHOUTI WATER
SUPPLY SCHEME NEW
NIRSOO, MAJHOUTI","HIMACHAL
PRADESH",8,,,15,,,9.3,,,9.7,,,1145,,,2590,,,7.5,,,8.2,,,1.0,,,1.0,,,0.3,,,1.0,,,7,,,1600,,,33,,,1600,,,,,,,,,
4476,,"MANALSU NALA ((
WATER SUPPLY
SCHEME FOR MANALI
TOWN U/S OF OLD
MANALI THESIL
MANALI DIST KULLU","HIMACHAL
PRADESH",4,,,12,,,8.0,,,9.7,,,34,,,71,,,6.9,,,8.3,,,1.0,,,1.0,,,0.3,,,0.7,,,22,,,70,,,63,,,280,,,,,,,,,
4474,,"NALLAH, HALOG
WATER SUPPLY
SCHEME BAG
KHANEREI, HALOG","HIMACHAL
PRADESH",8,,,15,,,9.3,,,9.8,,,120,,,2690,,,7.5,,,8.4,,,1.0,,,1.0,,,0.3,,,1.0,,,2,,,920,,,33,,,1600,,,,,,,,,
3863,,"RAMPUR JATTAN
MOGINAND NALA
BEFORE CONFLUENCE
TO RIVER MARKANDA
NEAR RADHA SWAMI
SATSANG BHAWAN","HIMACHAL
PRADESH",17,,,27,,,5.9,,,6.4,,,324,,,652,,,7.1,,,8.1,,,1.1,,,5.0,,,0.3,,,1.3,,,17,,,170,,,170,,,920,,,,,,,,,
,Water Quality Data of Drain under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name of
Monitoring
Location",State Name,Temperature,,,,,,"Dissolved
Oxygen (mg/L)",,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (
mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
4425,,"RAW WATER FROM
AT CHURAT NALLAH","HIMACHAL
PRADESH",10,,,15,,,7.9,,,8.9,,,150,,,2236,,,6.5,,,8.2,,,1.0,,,1.0,,,0.3,,,1.1,,,2,,,1600,,,2,,,1600,,,,,,,,,
3865,,"ROON NALLAH NEAR
MEERPUR KOTLA,
GURUDWARA","HIMACHAL
PRADESH",23,,,25,,,7.2,,,8.4,,,217,,,603,,,7.1,,,8.1,,,1.0,,,2.2,,,0.3,,,0.7,,,22,,,39,,,70,,,280,,,,,,,,,
4035,,"SAHU NALLAH D/S
BHURI SINGH SHEP","HIMACHAL
PRADESH",3,,,15,,,8.6,,,9.1,,,209,,,244,,,7.5,,,8.0,,,1.0,,,1.0,,,0.3,,,0.7,,,2,,,2,,,31,,,47,,,,,,,,,
4034,,"SAHU NALLAH U/S
BHURI SINGH SHEP","HIMACHAL
PRADESH",3,,,15,,,8.6,,,9.1,,,194,,,236,,,7.3,,,8.0,,,1.0,,,1.0,,,0.3,,,0.5,,,2,,,2,,,25,,,33,,,,,,,,,
4462,,"SAINJ NALLAH (U/S
SAINJ WATER SUPPLY
SCHEME)","HIMACHAL
PRADESH",9,,,19,,,7.0,,,8.9,,,1701,,,6109,,,7.7,,,8.8,,,1.0,,,1.0,,,0.3,,,3.4,,,2,,,350,,,350,,,1600,,,,,,,,,
3861,,"SALANI NALLAH NEAR
BRIDGE, NH-7,
MOGINAND KALA
AMB","HIMACHAL
PRADESH",15,,,26,,,7.1,,,8.2,,,315,,,626,,,7.3,,,7.9,,,1.0,,,3.8,,,0.3,,,0.8,,,22,,,70,,,94,,,280,,,,,,,,,
3867,,"SARVARI NALLAH
BEFORE CONFLUENCE
TO RIVER BEAS","HIMACHAL
PRADESH",6,,,18,,,7.8,,,9.6,,,110,,,183,,,7.4,,,8.0,,,1.0,,,1.0,,,0.3,,,1.1,,,27,,,84,,,150,,,430,,,,,,,,,
4480,,"SURAJMUKHI NALLAH
D/S STP SAMTI
SOLAN","HIMACHAL
PRADESH",9,,,21,,,7.2,,,9.2,,,205,,,664,,,7.5,,,8.5,,,1.0,,,7.4,,,-,,,-,,,2,,,27,,,33,,,130,,,,,,,,,
3875,,"SURAJMUKHI NALLAH
U/S DWSS GALAYANA
NEAR M/S SHOOLINI
UNIVERSITY","HIMACHAL
PRADESH",9,,,21,,,7.2,,,8.7,,,195,,,701,,,7.5,,,8.5,,,1.0,,,2.2,,,-,,,-,,,2,,,25,,,26,,,84,,,,,,,,,
4029,,"TAALO NALA (FROM
NAHAR TOWN) AT
KHADDAR KA BAGH
B/C TO RIVER
MARKANDA","HIMACHAL
PRADESH",15,,,25,,,6.1,,,7.8,,,302,,,726,,,7.0,,,8.1,,,1.0,,,2.8,,,0.4,,,2.5,,,22,,,70,,,94,,,350,,,,,,,,,
4082,,"BAJU NALLAH AT
KHOKHYAL NEAR
BARAGE,
CONFLUENCE POINT","JAMMU &
KASHMIR",15,,,29,,,5.3,,,6.5,,,182,,,348,,,7.6,,,8.2,,,1.5,,,2.2,,,0.1,,,0.1,,,-,,,-,,,-,,,-,,,,,,,,,
,Water Quality Data of Drain under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name of
Monitoring
Location",State Name,Temperature,,,,,,"Dissolved
Oxygen (mg/L)",,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (
mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
,,"OF SAHAR-KHAD AND
KATHUA CITY
NALLAHS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,,"ASANGI NALLA AT
ASANGI VILLAGE,",KARNATAKA,17,,,21,,,6.1,,,7.3,,,380,,,1020,,,7.4,,,8.9,,,1.0,,,4.0,,,0.5,,,5.5,,,540,,,920,,,920,,,1600,,,,,,,,,
2785,,"BPT NAVAPUR
(DISCHARGE FROM
MIDC TARAPUR),
NAVAPUR, PALGHAR,
THANE",MAHARASHTRA,25,,,27,,,0.3,,,0.3,,,6434,,,36960,,,5.5,,,8.1,,,110.0,,,1400.0,,,0.3,,,31.1,,,110,,,240,,,350,,,920,,,,,,,,,
2178,,"CHIKHALI NALLAH
MEETS GODAVARI
RIVER, CHIKHALI,
NASHIK",MAHARASHTRA,17,,,25,,,1.9,,,5.2,,,496,,,1591,,,6.9,,,8.0,,,4.2,,,16.0,,,0.3,,,3.3,,,15,,,27,,,170,,,350,,,,,,,,,
2783,,"COLOUR CHEMICAL
NALLAH, VILLAGE-
MAJIWADA, THANE",MAHARASHTRA,25,,,30,,,0.3,,,6.9,,,546,,,6386,,,6.9,,,7.6,,,3.4,,,60.0,,,0.3,,,3.2,,,7,,,920,,,63,,,1600,,,,,,,,,
2789,,"NALLA AT D/S OF
AKLAI MANDIR,
AKLAI, MALSHIRAS,
SOLAPUR",MAHARASHTRA,12,,,36,,,4.6,,,5.9,,,500,,,9777,,,7.6,,,8.8,,,5.2,,,13.5,,,1.8,,,4.7,,,15,,,40,,,140,,,1600,,,,,,,,,
2790,,"PIMPAL-PANERI
NALLA NEAR FINOLEX
INDUSTRIES,
YAHGANIGAON,
RATNAGIRI",MAHARASHTRA,23,,,32,,,5.1,,,7.0,,,179,,,562,,,5.5,,,7.8,,,1.8,,,2.4,,,0.3,,,2.8,,,4,,,6,,,14,,,38,,,,,,,,,
2782,,"RABODI NALLAH,
RABODI, THANE",MAHARASHTRA,25,,,36,,,0.3,,,2.2,,,502,,,1098,,,6.8,,,7.4,,,55.0,,,170.0,,,0.3,,,3.7,,,7,,,920,,,49,,,1600,,,,,,,,,
2784,,"SANDOZ NALLAH,
SANDOZBAUG,
THANE",MAHARASHTRA,25,,,30,,,0.3,,,2.4,,,556,,,2682,,,6.9,,,7.4,,,24.0,,,110.0,,,0.3,,,3.2,,,17,,,1600,,,84,,,1600,,,,,,,,,
3930,,"BANGURU NALLAH
(OVER BRIDGE
TALCHER RENGALI
DAM ROAD,
SARKISOREPAL)",ODISHA,21,,,26,,,5.6,,,9.2,,,164,,,966,,,6.5,,,7.7,,,1.0,,,1.9,,,0.3,,,6.4,,,20,,,1400,,,330,,,3500,,,,,,,,,
,Water Quality Data of Drain under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name of
Monitoring
Location",State Name,Temperature,,,,,,"Dissolved
Oxygen (mg/L)",,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (
mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
3934,,"GANDA NALLAH AT
MARTHAPUR",ODISHA,21,,,24,,,6.7,,,8.1,,,138,,,549,,,7.1,,,7.9,,,1.0,,,2.1,,,0.3,,,28.3,,,45,,,2100,,,170,,,4300,,,,,,,,,
3923,,"GURADIH NALLAH AT
PANPOSH",ODISHA,17,,,30,,,2.1,,,4.3,,,312,,,495,,,6.9,,,8.5,,,5.2,,,9.3,,,0.4,,,8.1,,,11000,,,160000,,,35000,,,160000,,,,,,,,,
3939,,"KUNDRA NALLAH AT
JODA",ODISHA,21,,,31,,,5.8,,,7.3,,,78,,,186,,,6.6,,,7.8,,,1.0,,,1.9,,,0.5,,,1.5,,,220,,,2400,,,790,,,4700,,,,,,,,,
2906,,"DHANAULA DRAIN
FALLING INTO
LASSARA DRAIN NEAR
VILL. DHUNAS,
PUNJAB",PUNJAB,10,,,34,,,0.3,,,0.3,,,3508,,,5397,,,7.0,,,7.9,,,104.0,,,209.0,,,3.2,,,6.2,,,22000,,,210000,,,350000,,,460000,,,,,,,,,
2907,,"HUDIARA DRAIN AT
VILL. DHAHUKE
(WHERE IT ENTERS
PAKISTAN), PUNJAB",PUNJAB,15,,,29,,,0.3,,,0.3,,,1108,,,1640,,,7.1,,,8.0,,,72.0,,,196.0,,,1.5,,,5.2,,,110000,,,330000,,,250000,,,940000,,,,,,,,,
2914,,"POINT SOURSE
BUDHA NALLAH,
PUNJAB",PUNJAB,18,,,30,,,0.3,,,0.3,,,1280,,,2351,,,6.3,,,7.5,,,105.0,,,175.0,,,3.1,,,5.7,,,1100000,,,11000000,,,2100000,,,17000000,,,,,,,,,
4158,,"SAGARPARA DRAIN
AT VILL SAGRA DIST,
PATIALA",PUNJAB,10,,,36,,,1.0,,,2.1,,,693,,,1365,,,7.2,,,8.0,,,15.0,,,49.0,,,1.0,,,2.7,,,4500,,,8100,,,32000,,,84000,,,,,,,,,
10051,,"CHENNAI
WATERWAYS AT
BUCKINGHAM CANAL
X OTTERI NULLAH
CONFLUENCE (GMR
VASAVI INDUSTRIES)",TAMIL NADU,26,,,32,,,0.3,,,0.3,,,892,,,2780,,,6.8,,,7.6,,,10.0,,,57.0,,,0.3,,,1.8,,,78,,,490,,,490,,,1700,,,,,,,,,
10056,,"CHENNAI
WATERWAYS AT
MAMBALAM DRAIN
(GOLF COURSE)",TAMIL NADU,25,,,30,,,0.3,,,3.9,,,734,,,1725,,,6.7,,,7.4,,,5.0,,,70.0,,,0.3,,,1.3,,,2,,,490,,,78,,,1700,,,,,,,,,
10048,,"CHENNAI
WATERWAYS AT
OTTERI NULLAH
(KILPAUK GARDEN)",TAMIL NADU,28,,,32,,,0.3,,,3.0,,,923,,,2630,,,6.7,,,7.6,,,6.0,,,68.0,,,0.3,,,1.2,,,20,,,460,,,130,,,1700,,,,,,,,,
,Water Quality Data of Drain under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name of
Monitoring
Location",State Name,Temperature,,,,,,"Dissolved
Oxygen (mg/L)",,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (
mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
10047,,"CHENNAI
WATERWAYS AT
OTTERI NULLAH
(ORIGIN)",TAMIL NADU,28,,,32,,,0.3,,,2.2,,,845,,,4140,,,6.8,,,7.4,,,9.0,,,110.0,,,0.3,,,0.9,,,45,,,1100,,,230,,,2800,,,,,,,,,
3054,,"OUTLET OF ASH POND
EFFLUENTS OF
M/S.NTPC,
RAMAGUNDAM,
KARIMNAGAR",TELANGANA,27,,,30,,,3.2,,,5.2,,,1088,,,1565,,,9.0,,,11.0,,,2.1,,,4.0,,,0.3,,,2.0,,,2,,,4,,,2,,,220,,,,,,,,,
3060,,"OUTLET OF STP,
DURGAM CHERUVU,
RANGAREDDY",TELANGANA,20,,,30,,,2.6,,,4.4,,,980,,,2090,,,7.0,,,8.5,,,9.0,,,27.0,,,-,,,-,,,2,,,79,,,17,,,540,,,,,,,,,
3058,,"OUTLET OF STP,
KHAIRATABAD ON
HUSSAINSAGAR LAKE,
RANGA REDDY",TELANGANA,20,,,31,,,3.6,,,5.2,,,987,,,1293,,,7.1,,,8.6,,,8.0,,,23.0,,,-,,,-,,,2,,,79,,,2,,,540,,,,,,,,,
3056,,"OUTLET OF STP,
LANGARHOUSE LAKE,
RANGA REDDY",TELANGANA,20,,,31,,,3.3,,,6.1,,,1261,,,1644,,,7.1,,,8.2,,,9.0,,,28.0,,,-,,,-,,,2,,,63,,,17,,,920,,,,,,,,,
3057,,"OUTLET OF STP,
NAGOLE ON MUSI,
RANGA REDDY",TELANGANA,28,,,31,,,3.6,,,5.7,,,1272,,,1527,,,7.1,,,8.2,,,10.0,,,14.0,,,-,,,-,,,13,,,240,,,49,,,920,,,,,,,,,
3061,,"OUTLET OF STP,
NALLACHERUVU ON
MUSI, RANGAREDDY",TELANGANA,20,,,30,,,3.4,,,5.5,,,1351,,,1791,,,7.1,,,8.4,,,7.0,,,19.0,,,-,,,-,,,5,,,70,,,17,,,540,,,,,,,,,
3059,,"OUTLET OF STP,
SAFILGUDA LAKE,
RANGA REDDY",TELANGANA,20,,,31,,,3.0,,,4.8,,,1574,,,2348,,,6.9,,,8.0,,,15.0,,,29.0,,,-,,,-,,,2,,,63,,,2,,,920,,,,,,,,,
3062,,"OUTLET OF STP,
SAROOR NAGAR,
RANGAREDDY",TELANGANA,20,,,31,,,3.3,,,4.8,,,1303,,,1998,,,6.9,,,8.3,,,4.0,,,26.0,,,-,,,-,,,4,,,79,,,58,,,540,,,,,,,,,
3055,,"TREATED EFFLUENTS
OF 339 MLD STP,
AMBERPET,
HYDERABAD BEFORE
JOINING TO MUSI,
HYDERABAD",TELANGANA,20,,,30,,,1.9,,,5.5,,,1155,,,1606,,,7.2,,,8.1,,,12.0,,,29.0,,,-,,,-,,,2,,,79,,,23,,,920,,,,,,,,,
,Water Quality Data of STP under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name Of
Monitoring
Location",State Name,Temperature,,,,,,,Dissolved,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,,,,,,,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(mg/L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
20004,,"STP AT
RAJAHMUNDRY","ANDHRA
PRADESH",-,,,-,,,0.3,,,7.4,,,6,,,8,,,6.1,,,7.9,,,10.0,,,122.0,,,-,,,-,,,15,,,23,,,120,,,240,,,,,,,,,
20013,,PANAJI-1 TONCA,GOA,28,,,30,,,-,,,-,,,5,,,7,,,5.1,,,7.1,,,3.8,,,375.0,,,-,,,-,,,2,,,13000000,,,2,,,35000000,,,,,,,,,
20015,,"AHMEDABAD-1
BENRAMPURA",GUJARAT,27,,,27,,,-,,,-,,,7,,,8,,,7.2,,,8.2,,,12.0,,,39.0,,,-,,,-,,,120,,,1600,,,280,,,1600,,,,,,,,,
20016,,"AHMEDABAD-2
NAROL SARKHEJ
HIGHWAY",GUJARAT,27,,,30,,,-,,,-,,,7,,,8,,,7.1,,,8.3,,,8.0,,,47.0,,,-,,,-,,,540,,,1600,,,1600,,,1600,,,,,,,,,
,Water Quality Data of STP under NWMP-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STN
Code",,"Name Of
Monitoring
Location",State Name,Temperature,,,,,,,Dissolved,,,,,"Conductivity
(µmhos/cm)",,,,,,pH,,,,,,BOD (mg/L),,,,,,"Nitrate N +
Nitrite N (mg/L)",,,,,,"Faecal Coliform
(MPN/100ml)",,,,,,"Total Coliform
(MPN/100ml)",,,,,,,,,,,,
,,,,,,,,,,,Oxygen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,(mg/L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,Min,,,Max,,,,,,,,
20017,,"STP NEAR PAMBA AT
PATHANAMTHITTA
KERALA",KERALA,-,,,-,,,0.3,,,0.3,,,7,,,9,,,7.4,,,8.9,,,110.0,,,190.0,,,-,,,-,,,-,,,-,,,-,,,-,,,,,,,,,
